State,Sector,Year,Employment (2012=100),Employment (percent change),Hourly labor compensation (2012=100),Hourly labor compensation (percent change),Hourly labor compensation cost ($/hour),Hourly labor compensation cost (percent change),Hours (2012=100),Hours (percent change),Implicit output deflator (2012=100),Implicit output deflator (percent change),Labor compensation (2012=100),Labor compensation (percent change),Labor compensation cost (million $),Labor compensation cost (percent change),Labor productivity (2012=100),Labor productivity (percent change),Number of employees (percent change),Number of employees (thousands),Number of hours (millions),Number of hours (percent change),Output (2012=100),Output (percent change),Output per employee (2012=100),Output per employee (percent change),Real hourly labor compensation (2012=100),Real hourly labor compensation (percent change),Real hourly labor compensation cost ($/hour),Real hourly labor compensation cost (percent change),Real labor compensation (2012=100),Real labor compensation (percent change),Real labor compensation cost (million $),Real labor compensation cost (percent change),Unit labor cost (2012=100),Unit labor cost (percent change),Value of production (million $),Value of production (percent change)
Mississippi,Private Nonfarm,2017,105.656,1.7,108.95,2.1,29.019,2.1,103.593,2.0,108.329,1.9,112.866,4.2,48136.943,4.2,98.187,-1.2,1.7,981.67,1658.812,2.0,101.715,0.8,96.27,-0.9,103.56,0.9,31.994,0.9,107.282,3.0,53072.152,3.0,110.962,3.4,83186.473,2.7
Mississippi,Private Nonfarm,2018,106.696,1.0,112.947,3.7,30.083,3.7,104.065,0.5,111.566,3.0,117.539,4.1,50129.982,4.1,99.659,1.5,1.0,991.329,1666.363,0.5,103.711,2.0,97.202,1.0,103.933,0.4,32.109,0.4,108.157,0.8,53505.459,0.8,113.333,2.1,87352.203,5.0
Mississippi,Private Nonfarm,2019,106.858,0.2,115.182,2.0,30.679,2.0,104.587,0.5,113.708,1.9,120.465,2.5,51378.098,2.5,100.541,0.9,0.2,992.839,1674.721,0.5,105.153,1.4,98.404,1.2,104.106,0.2,32.163,0.2,108.881,0.7,53863.405,0.7,114.561,1.1,90268.285,3.3
Missouri,Private Nonfarm,2007,106.935,,90.865,,29.401,,107.296,,91.174,,97.495,,127542.513,,91.512,,,2600.476,4337.978,,98.188,,91.82,,102.593,,37.297,,110.077,,161793.648,,99.294,,194980.473,
Missouri,Private Nonfarm,2008,104.681,-2.1,94.738,4.3,30.654,4.3,105.413,-1.8,92.805,1.8,99.866,2.4,130645.164,2.4,95.022,3.8,-2.1,2545.65,4261.866,-1.8,100.166,2.0,95.687,4.2,102.969,0.4,37.434,0.4,108.543,-1.4,159537.835,-1.4,99.701,0.4,202466.35,3.8
Missouri,Private Nonfarm,2009,99.261,-5.2,95.893,1.2,31.028,1.2,97.35,-7.6,95.48,2.9,93.352,-6.5,122122.749,-6.5,99.74,5.0,-5.2,2413.854,3935.863,-7.6,97.096,-3.1,97.819,2.2,104.444,1.4,37.97,1.4,101.676,-6.3,149444.688,-6.3,96.143,-3.6,201917.328,-0.3
Missouri,Private Nonfarm,2010,98.046,-1.2,97.311,1.5,31.487,1.5,96.576,-0.8,96.092,0.6,93.979,0.7,122943.066,0.7,103.055,3.3,-1.2,2384.303,3904.581,-0.8,99.526,2.5,101.51,3.8,103.743,-0.7,37.715,-0.7,100.191,-1.5,147262.315,-1.5,94.426,-1.8,208297.634,3.2
Missouri,Private Nonfarm,2011,99.346,1.3,96.069,-1.3,31.085,-1.3,99.5,3.0,97.381,1.3,95.588,1.7,125048.079,1.7,98.942,-4.0,1.3,2415.906,4022.789,3.0,98.447,-1.1,99.096,-2.4,98.416,-5.1,35.778,-5.1,97.923,-2.3,143929.265,-2.3,97.096,2.8,208803.076,0.2
Missouri,Private Nonfarm,2012,100.0,0.7,100.0,4.1,32.357,4.1,100.0,0.5,100.0,2.7,100.0,4.6,130819.941,4.6,100.0,1.1,0.7,2431.821,4043.014,0.5,100.0,1.6,100.0,0.9,100.0,1.6,36.354,1.6,100.0,2.1,146981.649,2.1,100.0,3.0,217801.008,4.3
Missouri,Private Nonfarm,2013,100.952,1.0,102.648,2.6,33.214,2.6,100.694,0.7,102.017,2.0,103.361,3.4,135216.289,3.4,100.32,0.3,1.0,2454.96,4071.066,0.7,101.016,1.0,100.064,0.1,100.475,0.5,36.527,0.5,101.173,1.2,148705.051,1.2,102.321,2.3,224451.546,3.1
Missouri,Private Nonfarm,2014,102.002,1.0,105.449,2.7,34.12,2.7,101.039,0.3,104.124,2.1,106.545,3.1,139381.657,3.1,100.381,0.1,1.0,2480.502,4085.016,0.3,101.423,0.4,99.433,-0.6,101.608,1.1,36.939,1.1,102.664,1.5,150897.121,1.5,105.049,2.7,230011.432,2.5
Missouri,Private Nonfarm,2015,104.932,2.9,109.574,3.9,35.455,3.9,103.183,2.1,106.627,2.4,113.062,6.1,147907.086,6.1,100.493,0.1,2.9,2551.763,4171.712,2.1,103.692,2.2,98.818,-0.6,105.647,4.0,38.407,4.0,109.01,6.2,160224.359,6.2,109.036,3.8,240808.586,4.7
Missouri,Private Nonfarm,2016,106.213,1.2,112.315,2.5,36.342,2.5,102.873,-0.3,108.273,1.5,115.542,2.2,151151.596,2.2,100.075,-0.4,1.2,2582.918,4159.171,-0.3,102.95,-0.7,96.928,-1.9,107.139,1.4,38.95,1.4,110.217,1.1,161999.443,1.1,112.23,2.9,242776.531,0.8
Missouri,Private Nonfarm,2017,106.965,0.7,115.304,2.7,37.309,2.7,104.001,1.1,109.599,1.2,119.918,3.8,156876.326,3.8,100.267,0.2,0.7,2601.206,4204.774,1.1,104.278,1.3,97.488,0.6,107.711,0.5,39.158,0.5,112.021,1.6,164650.163,1.6,114.998,2.5,248920.073,2.5
Missouri,Private Nonfarm,2018,107.73,0.7,119.114,3.3,38.542,3.3,105.222,1.2,111.809,2.0,125.334,4.5,163961.484,4.5,102.208,1.9,0.7,2619.81,4254.137,1.2,107.545,3.1,99.828,2.4,109.587,1.7,39.84,1.7,115.309,2.9,169483.674,2.9,116.541,1.3,261893.551,5.2
Missouri,Private Nonfarm,2019,109.863,2.0,123.222,3.4,39.871,3.4,106.443,1.2,113.804,1.8,131.161,4.6,171584.968,4.6,103.384,1.2,2.0,2671.661,4303.496,1.2,110.045,2.3,100.166,0.3,111.353,1.6,40.482,1.6,118.527,2.8,174212.98,2.8,119.189,2.3,272764.304,4.2
Montana,Private Nonfarm,2007,102.809,,80.174,,22.829,,109.077,,89.637,,87.451,,16007.852,,89.292,,,412.232,701.203,,97.397,,94.736,,87.319,,26.681,,95.246,,18708.595,,89.788,,27119.296,
Montana,Private Nonfarm,2008,101.714,-1.1,91.216,13.8,25.974,13.8,99.314,-9.0,92.184,2.8,90.59,3.6,16582.485,3.6,96.474,8.0,-1.1,407.841,638.438,-9.0,95.812,-1.6,94.197,-0.6,95.635,9.5,29.222,9.5,94.979,-0.3,18656.131,-0.3,94.55,5.3,27435.936,1.2
Montana,Private Nonfarm,2009,95.311,-6.3,95.142,4.3,27.091,4.3,90.218,-9.2,92.049,-0.1,85.835,-5.2,15712.054,-5.2,102.127,5.9,-6.3,382.167,579.966,-9.2,92.137,-3.8,96.669,2.6,100.922,5.5,30.837,5.5,91.05,-4.1,17884.382,-4.1,93.161,-1.5,26344.998,-4.0
Montana,Private Nonfarm,2010,95.994,0.7,94.576,-0.6,26.93,-0.6,94.32,4.5,94.182,2.3,89.204,3.9,16328.695,3.9,101.059,-1.0,0.7,384.905,606.333,4.5,95.318,3.5,99.296,2.7,99.274,-1.6,30.334,-1.6,93.635,2.8,18392.221,2.8,93.586,0.5,27886.131,5.8
Montana,Private Nonfarm,2011,97.183,1.2,97.967,3.6,27.896,3.6,96.433,2.2,97.793,3.8,94.473,5.9,17293.126,5.9,101.95,0.9,1.2,389.673,619.921,2.2,98.314,3.1,101.164,1.9,99.815,0.5,30.499,0.5,96.255,2.8,18906.906,2.8,96.092,2.7,29865.713,7.1
Montana,Private Nonfarm,2012,100.0,2.9,100.0,2.1,28.475,2.1,100.0,3.7,100.0,2.3,100.0,5.9,18304.889,5.9,100.0,-1.9,2.9,400.968,642.849,3.7,100.0,1.7,100.0,-1.2,100.0,0.2,30.555,0.2,100.0,3.9,19642.471,3.9,100.0,4.1,31063.214,4.0
Montana,Private Nonfarm,2013,100.617,0.6,101.337,1.3,28.855,1.3,100.257,0.3,101.262,1.3,101.597,1.6,18597.229,1.6,100.902,0.9,0.6,403.44,644.498,0.3,101.161,1.2,100.541,0.5,98.697,-1.3,30.157,-1.3,98.95,-1.0,19436.295,-1.0,100.431,0.4,31820.58,2.4
Montana,Private Nonfarm,2014,102.072,1.4,105.401,4.0,30.012,4.0,100.402,0.1,102.929,1.6,105.825,4.2,19371.062,4.2,102.867,1.9,1.4,409.275,645.434,0.1,103.281,2.1,101.185,0.6,100.836,2.2,30.811,2.2,101.242,2.3,19886.352,2.3,102.463,2.0,33022.018,3.8
Montana,Private Nonfarm,2015,103.914,1.8,108.7,3.1,30.952,3.1,102.209,1.8,102.923,0.0,111.1,5.0,20336.817,5.0,105.505,2.6,1.8,416.66,657.047,1.8,107.835,4.4,103.774,2.6,103.387,2.5,31.59,2.5,105.671,4.4,20756.305,4.4,103.028,0.6,34476.291,4.4
Montana,Private Nonfarm,2016,105.697,1.7,108.217,-0.4,30.814,-0.4,104.06,1.8,103.11,0.2,112.611,1.4,20613.393,1.4,100.947,-4.3,1.7,423.81,668.951,1.8,105.046,-2.6,99.384,-4.2,103.573,0.2,31.647,0.2,107.778,2.0,21170.272,2.0,107.202,4.1,33645.274,-2.4
Montana,Private Nonfarm,2017,105.52,-0.2,111.795,3.3,31.833,3.3,104.053,0.0,105.946,2.8,116.325,3.3,21293.192,3.3,104.225,3.2,-0.2,423.1,668.901,0.0,108.449,3.2,102.776,3.4,104.221,0.6,31.845,0.6,108.444,0.6,21301.146,0.6,107.263,0.1,35690.817,6.1
Montana,Private Nonfarm,2018,107.335,1.7,114.562,2.5,32.621,2.5,107.137,3.0,109.559,3.4,122.738,5.5,22467.069,5.5,104.175,0.0,1.7,430.379,688.727,3.0,111.61,2.9,103.983,1.2,105.034,0.8,32.093,0.8,112.53,3.8,22103.638,3.8,109.971,2.5,37983.671,6.4
Montana,Private Nonfarm,2019,108.336,0.9,118.956,3.8,33.872,3.8,107.531,0.4,110.983,1.3,127.914,4.2,23414.544,4.2,106.4,2.1,0.9,434.391,691.26,0.4,114.413,2.5,105.61,1.6,107.125,2.0,32.732,2.0,115.192,2.4,22626.548,2.4,111.8,1.7,39443.958,3.8
Nebraska,Private Nonfarm,2007,101.014,,91.161,,27.543,,99.886,,90.092,,91.058,,39394.895,,91.985,,,880.037,1430.323,,91.881,,90.959,,102.213,,34.199,,102.097,,48915.728,,99.104,,63266.885,
Nebraska,Private Nonfarm,2008,101.736,0.7,93.332,2.4,28.198,2.4,101.241,1.4,92.178,2.3,94.49,3.8,40879.758,3.8,89.992,-2.2,0.7,886.329,1449.717,1.4,91.109,-0.8,89.554,-1.5,100.737,-1.4,33.705,-1.4,101.987,-0.1,48863.069,-0.1,103.711,4.6,64187.77,1.5
Nebraska,Private Nonfarm,2009,97.866,-3.8,94.234,1.0,28.471,1.0,96.975,-4.2,95.278,3.4,91.383,-3.3,39535.549,-3.3,93.355,3.7,-3.8,852.61,1388.627,-4.2,90.531,-0.6,92.505,3.3,102.155,1.4,34.18,1.4,99.064,-2.9,47462.712,-2.9,100.941,-2.7,65925.515,2.7
Nebraska,Private Nonfarm,2010,96.962,-0.9,93.392,-0.9,28.217,-0.9,97.404,0.4,95.736,0.5,90.967,-0.5,39355.839,-0.5,96.568,3.4,-0.9,844.736,1394.775,0.4,94.061,3.9,97.009,4.9,98.777,-3.3,33.05,-3.3,96.213,-2.9,46096.687,-2.9,96.711,-4.2,68826.049,4.4
Nebraska,Private Nonfarm,2011,97.479,0.5,95.159,1.9,28.751,1.9,98.23,0.8,97.24,1.6,93.475,2.8,40440.743,2.8,99.075,2.6,0.5,849.241,1406.606,0.8,97.321,3.5,99.838,2.9,97.589,-1.2,32.652,-1.2,95.862,-0.4,45928.384,-0.4,96.048,-0.7,72329.809,5.1
Nebraska,Private Nonfarm,2012,100.0,2.6,100.0,5.1,30.213,5.1,100.0,1.8,100.0,2.8,100.0,7.0,43263.692,7.0,100.0,0.9,2.6,871.204,1431.95,1.8,100.0,2.8,100.0,0.2,100.0,2.5,33.459,2.5,100.0,4.3,47911.085,4.3,100.0,4.1,76430.112,5.7
Nebraska,Private Nonfarm,2013,101.367,1.4,100.664,0.7,30.414,0.7,102.061,2.1,102.248,2.2,102.739,2.7,44448.487,2.7,99.326,-0.7,1.4,883.114,1461.462,2.1,101.373,1.4,100.006,0.0,99.086,-0.9,33.153,-0.9,101.128,1.1,48451.374,1.1,101.347,1.3,79221.387,3.7
Nebraska,Private Nonfarm,2014,101.58,0.2,104.886,4.2,31.689,4.2,101.64,-0.4,104.494,2.2,106.606,3.8,46121.537,3.8,102.694,3.4,0.2,884.966,1455.429,-0.4,104.378,3.0,102.754,2.7,101.744,2.7,34.042,2.7,103.412,2.3,49545.801,2.3,102.135,0.8,83361.399,5.2
Nebraska,Private Nonfarm,2015,102.333,0.7,107.608,2.6,32.512,2.6,102.192,0.5,106.915,2.3,109.967,3.2,47575.631,3.2,104.616,1.9,0.7,891.527,1463.332,0.5,106.909,2.4,104.472,1.7,104.562,2.8,34.985,2.8,106.854,3.3,51194.769,3.3,102.86,0.7,87360.933,4.8
Nebraska,Private Nonfarm,2016,103.228,0.9,110.871,3.0,33.498,3.0,102.031,-0.2,108.508,1.5,113.123,2.9,48941.159,2.9,104.843,0.2,0.9,899.325,1461.033,-0.2,106.972,0.1,103.627,-0.8,106.587,1.9,35.663,1.9,108.752,1.8,52104.266,1.8,105.75,2.8,88714.811,1.5
Nebraska,Private Nonfarm,2017,104.803,1.5,114.942,3.7,34.728,3.7,105.452,3.4,109.492,0.9,121.209,7.1,52439.45,7.1,105.083,0.2,1.5,913.044,1510.023,3.4,110.812,3.6,105.734,2.0,108.572,1.9,36.327,1.9,114.492,5.3,54854.162,5.3,109.383,3.4,92732.784,4.5
Nebraska,Private Nonfarm,2018,105.44,0.6,120.786,5.1,36.493,5.1,104.976,-0.5,111.798,2.1,126.796,4.6,54856.846,4.6,107.157,2.0,0.6,918.594,1503.21,-0.5,112.49,1.5,106.687,0.9,111.861,3.0,37.427,3.0,117.428,2.6,56260.916,2.6,112.718,3.0,96120.015,3.7
Nebraska,Private Nonfarm,2019,105.245,-0.2,125.662,4.0,37.966,4.0,103.882,-1.0,113.922,1.9,130.54,3.0,56476.41,3.0,109.079,1.8,-0.2,916.895,1487.539,-1.0,113.313,0.7,107.667,0.9,114.309,2.2,38.246,2.2,118.747,1.1,56892.927,1.1,115.203,2.2,98662.566,2.6
Nevada,Private Nonfarm,2007,113.229,,87.536,,27.982,,123.881,,91.34,,108.44,,61112.525,,91.149,,,1203.113,2184.012,,112.916,,99.723,,95.149,,30.918,,117.871,,67525.951,,96.036,,107941.873,
Nevada,Private Nonfarm,2008,110.963,-2.0,89.951,2.8,28.754,2.8,120.849,-2.4,93.302,2.1,108.706,0.2,61261.912,0.2,89.006,-2.4,-2.0,1179.035,2130.556,-2.4,107.562,-4.7,96.935,-2.8,94.122,-1.1,30.585,-1.1,113.745,-3.5,65162.072,-3.5,101.063,5.2,105033.045,-2.7
Nevada,Private Nonfarm,2009,99.425,-10.4,92.783,3.1,29.659,3.1,104.2,-13.8,95.23,2.1,96.679,-11.1,54484.42,-11.1,93.101,4.6,-10.4,1056.438,1837.029,-13.8,97.011,-9.8,97.572,0.7,97.496,3.6,31.681,3.6,101.591,-10.7,58199.017,-10.7,99.658,-1.4,96686.329,-7.9
Nevada,Private Nonfarm,2010,97.279,-2.2,96.197,3.7,30.751,3.7,98.309,-5.7,95.83,0.6,94.57,-2.2,53295.909,-2.2,100.642,8.1,-2.2,1033.635,1733.169,-5.7,98.939,2.0,101.707,4.2,100.19,2.8,32.556,2.8,98.495,-3.0,56425.663,-3.0,95.584,-4.1,99230.051,2.6
Nevada,Private Nonfarm,2011,98.678,1.4,96.473,0.3,30.839,0.3,99.53,1.2,97.52,1.8,96.02,1.5,54112.696,1.5,101.082,0.4,1.4,1048.496,1754.707,1.2,100.607,1.7,101.956,0.2,97.522,-2.7,31.689,-2.7,97.063,-1.5,55605.586,-1.5,95.44,-0.2,102682.097,3.5
Nevada,Private Nonfarm,2012,100.0,1.3,100.0,3.7,31.966,3.7,100.0,0.5,100.0,2.5,100.0,4.1,56355.851,4.1,100.0,-1.1,1.3,1062.547,1762.989,0.5,100.0,-0.6,100.0,-1.9,100.0,2.5,32.495,2.5,100.0,3.0,57287.845,3.0,100.0,4.8,104658.084,1.9
Nevada,Private Nonfarm,2013,102.132,2.1,101.518,1.5,32.451,1.5,100.639,0.6,101.584,1.6,102.167,2.2,57576.972,2.2,99.615,-0.4,2.1,1085.201,1774.251,0.6,100.251,0.3,98.158,-1.8,100.037,0.0,32.507,0.0,100.676,0.7,57675.062,0.7,101.911,1.9,106582.955,1.8
Nevada,Private Nonfarm,2014,105.828,3.6,105.287,3.7,33.656,3.7,103.775,3.1,103.581,2.0,109.262,6.9,61575.654,6.9,97.749,-1.9,3.6,1124.472,1829.55,3.1,101.44,1.2,95.853,-2.3,103.276,3.2,33.559,3.2,107.175,6.5,61398.263,6.5,107.712,5.7,109966.517,3.2
Nevada,Private Nonfarm,2015,110.492,4.4,106.951,1.6,34.188,1.6,108.973,5.0,106.018,2.4,116.548,6.7,65681.64,6.7,96.895,-0.9,4.4,1174.027,1921.183,5.0,105.589,4.1,95.563,-0.3,104.954,1.6,34.104,1.6,114.371,6.7,65520.729,6.7,110.379,2.5,117157.9,6.5
Nevada,Private Nonfarm,2016,113.618,2.8,108.595,1.5,34.713,1.5,113.577,4.2,108.117,2.0,123.339,5.8,69508.786,5.8,95.704,-1.2,2.8,1207.244,2002.357,4.2,108.698,2.9,95.67,0.1,106.743,1.7,34.686,1.7,121.235,6.0,69453.204,6.0,113.47,2.8,122995.478,5.0
Nevada,Private Nonfarm,2017,117.706,3.6,109.225,0.6,34.915,0.6,117.959,3.9,109.914,1.7,128.841,4.5,72609.608,4.5,95.118,-0.6,3.6,1250.685,2079.611,3.9,112.2,3.2,95.322,-0.4,104.592,-2.0,33.987,-2.0,123.376,1.8,70679.679,1.8,114.832,1.2,129068.158,4.9
Nevada,Private Nonfarm,2018,121.623,3.3,113.426,3.8,36.258,3.8,122.048,3.5,112.294,2.2,138.434,7.4,78015.499,7.4,96.45,1.4,3.3,1292.302,2151.688,3.5,117.715,4.9,96.787,1.5,105.047,0.4,34.135,0.4,128.207,3.9,73447.205,3.9,117.601,2.4,138343.883,7.2
Nevada,Private Nonfarm,2019,125.95,3.6,115.22,1.6,36.831,1.6,127.646,4.6,114.178,1.7,147.074,6.2,82884.715,6.2,95.156,-1.3,3.6,1338.274,2250.389,4.6,121.463,3.2,96.438,-0.4,104.813,-0.2,34.059,-0.2,133.789,4.4,76645.043,4.4,121.085,3.0,145144.177,4.9
New Hampshire,Private Nonfarm,2007,102.88,,90.502,,33.321,,103.12,,92.964,,93.326,,33010.587,,93.596,,,616.619,990.681,,96.516,,93.814,,98.966,,34.62,,102.054,,34297.264,,96.695,,48362.064,
New Hampshire,Private Nonfarm,2008,101.545,-1.3,93.839,3.7,34.55,3.7,100.795,-2.3,93.928,1.0,94.585,1.3,33455.861,1.3,93.902,0.3,-1.3,608.614,968.343,-2.3,94.649,-1.9,93.209,-0.6,98.781,-0.2,34.555,-0.2,99.567,-2.4,33461.261,-2.4,99.932,3.3,47918.565,-0.9
New Hampshire,Private Nonfarm,2009,97.514,-4.0,95.178,1.4,35.043,1.4,96.223,-4.5,96.34,2.6,91.582,-3.2,32393.807,-3.2,97.511,3.8,-4.0,584.456,924.414,-4.5,93.828,-0.9,96.22,3.2,101.272,2.5,35.426,2.5,97.446,-2.1,32748.631,-2.1,97.607,-2.3,48722.655,1.7
New Hampshire,Private Nonfarm,2010,97.457,-0.1,95.854,0.7,35.292,0.7,97.658,1.5,96.544,0.2,93.609,2.2,33110.854,2.2,99.6,2.1,-0.1,584.112,938.205,1.5,97.267,3.7,99.805,3.7,100.192,-1.1,35.049,-1.1,97.846,0.4,32882.821,0.4,96.24,-1.4,50615.66,3.9
New Hampshire,Private Nonfarm,2011,98.696,1.3,98.587,2.9,36.298,2.9,98.864,1.2,97.822,1.3,97.467,4.1,34475.414,4.1,99.421,-0.2,1.3,591.54,949.791,1.2,98.292,1.1,99.59,-0.2,101.057,0.9,35.351,0.9,99.909,2.1,33576.151,2.1,99.161,3.0,51825.577,2.4
New Hampshire,Private Nonfarm,2012,100.0,1.3,100.0,1.4,36.818,1.4,100.0,1.1,100.0,2.2,100.0,2.6,35371.287,2.6,100.0,0.6,1.3,599.355,960.704,1.1,100.0,1.7,100.0,0.4,100.0,-1.0,34.981,-1.0,100.0,0.1,33606.832,0.1,100.0,0.8,53900.432,4.0
New Hampshire,Private Nonfarm,2013,101.337,1.3,100.327,0.3,36.938,0.3,102.775,2.8,101.813,1.8,103.111,3.1,36471.601,3.1,99.757,-0.2,1.3,607.368,987.365,2.8,102.525,2.5,101.173,1.2,99.05,-1.0,34.649,-0.9,101.799,1.8,34211.382,1.8,100.571,0.6,56263.594,4.4
New Hampshire,Private Nonfarm,2014,102.072,0.7,104.633,4.3,38.524,4.3,102.757,0.0,103.648,1.8,107.518,4.3,38030.428,4.3,101.172,1.4,0.7,611.775,987.189,0.0,103.961,1.4,101.85,0.7,101.291,2.3,35.433,2.3,104.083,2.2,34979.041,2.2,103.422,2.8,58079.569,3.2
New Hampshire,Private Nonfarm,2015,103.472,1.4,107.215,2.5,39.475,2.5,105.055,2.2,105.785,2.1,112.635,4.8,39840.32,4.8,102.738,1.5,1.4,620.164,1009.265,2.2,107.931,3.8,104.309,2.4,103.622,2.3,36.249,2.3,108.86,4.6,36584.354,4.6,104.358,0.9,61540.696,6.0
New Hampshire,Private Nonfarm,2016,104.807,1.3,107.418,0.2,39.549,0.2,106.837,1.7,107.126,1.3,114.762,1.9,40592.799,1.9,103.445,0.7,1.3,628.165,1026.387,1.7,110.517,2.4,105.449,1.1,101.544,-2.0,35.521,-2.0,108.486,-0.3,36458.732,-0.3,103.841,-0.5,63814.44,3.7
New Hampshire,Private Nonfarm,2017,105.436,0.6,110.772,3.1,40.784,3.1,108.036,1.1,108.202,1.0,119.674,4.3,42330.13,4.3,104.721,1.2,0.6,631.935,1037.906,1.1,113.137,2.4,107.304,1.8,102.833,1.3,35.972,1.3,111.096,2.4,37336.0,2.4,105.778,1.9,65982.673,3.4
New Hampshire,Private Nonfarm,2018,107.81,2.3,115.931,4.7,42.684,4.7,108.889,0.8,110.227,1.9,126.237,5.5,44651.521,5.5,106.72,1.9,2.3,646.164,1046.106,0.8,116.207,2.7,107.789,0.5,105.661,2.8,36.962,2.8,115.054,3.6,38666.012,3.6,108.631,2.7,69042.141,4.6
New Hampshire,Private Nonfarm,2019,108.365,0.5,120.26,3.7,44.277,3.7,108.781,-0.1,112.35,1.9,130.82,3.6,46272.61,3.6,110.336,3.4,0.5,649.489,1045.065,-0.1,120.024,3.3,110.76,2.8,107.659,1.9,37.661,1.9,117.113,1.8,39357.941,1.8,108.994,0.3,72683.197,5.3
New Jersey,Private Nonfarm,2007,104.378,,90.059,,39.163,,105.724,,91.391,,95.215,,235593.466,,95.555,,,3643.543,6015.698,,101.024,,96.787,,101.303,,38.635,,107.102,,232418.295,,94.249,,381324.032,
New Jersey,Private Nonfarm,2008,104.11,-0.3,93.205,3.5,40.531,3.5,104.402,-1.3,92.878,1.6,97.308,2.2,240773.419,2.2,97.688,2.2,-0.3,3634.189,5940.472,-1.3,101.989,1.0,97.962,1.2,100.924,-0.4,38.491,-0.4,105.367,-1.6,228654.35,-1.6,95.411,1.2,391227.754,2.6
New Jersey,Private Nonfarm,2009,99.243,-4.7,93.357,0.2,40.597,0.2,99.006,-5.2,95.111,2.4,92.429,-5.0,228700.928,-5.0,97.5,-0.2,-4.7,3464.274,5633.414,-5.2,96.531,-5.4,97.267,-0.7,101.059,0.1,38.542,0.1,100.054,-5.0,217125.486,-5.0,95.751,0.4,379197.315,-3.1
New Jersey,Private Nonfarm,2010,97.697,-1.6,94.808,1.6,41.228,1.6,97.733,-1.3,95.64,0.6,92.659,0.2,229271.195,0.2,100.356,2.9,-1.6,3410.303,5561.026,-1.3,98.082,1.6,100.394,3.2,100.206,-0.8,38.217,-0.8,97.935,-2.1,212526.034,-2.1,94.472,-1.3,387430.814,2.2
New Jersey,Private Nonfarm,2011,98.369,0.7,96.735,2.0,42.066,2.0,98.627,0.9,97.587,2.0,95.407,3.0,236069.076,3.0,98.799,-1.6,0.7,3433.781,5611.873,0.9,97.443,-0.7,99.058,-1.3,98.704,-1.5,37.644,-1.5,97.349,-0.6,211253.673,-0.6,97.911,3.6,392741.879,1.4
New Jersey,Private Nonfarm,2012,100.0,1.7,100.0,3.4,43.486,3.4,100.0,1.4,100.0,2.5,100.0,4.8,247434.358,4.8,100.0,1.2,1.7,3490.705,5689.994,1.4,100.0,2.6,100.0,1.0,100.0,1.3,38.138,1.3,100.0,2.7,217007.431,2.7,100.0,2.1,413015.844,5.2
New Jersey,Private Nonfarm,2013,100.069,0.1,101.034,1.0,43.936,1.0,99.675,-0.3,101.73,1.7,100.706,0.7,249182.195,0.7,101.311,1.3,0.1,3493.098,5671.516,-0.3,100.982,1.0,100.913,0.9,100.438,0.4,38.306,0.4,100.112,0.1,217250.284,0.1,99.727,-0.3,424287.037,2.7
New Jersey,Private Nonfarm,2014,101.59,1.5,103.258,2.2,44.903,2.2,101.285,1.6,103.527,1.8,104.585,3.9,258779.341,3.9,100.614,-0.7,1.5,3546.207,5763.126,1.6,101.907,0.9,100.312,-0.6,100.582,0.1,38.36,0.1,101.874,1.8,221074.681,1.8,102.627,2.9,435738.169,2.7
New Jersey,Private Nonfarm,2015,102.926,1.3,104.873,1.6,45.605,1.6,103.752,2.4,105.771,2.2,108.808,4.0,269227.536,4.0,100.729,0.1,1.3,3592.827,5903.481,2.4,104.508,2.6,101.538,1.2,102.349,1.8,39.034,1.8,106.189,4.2,230437.945,4.2,104.114,1.4,456545.383,4.8
New Jersey,Private Nonfarm,2016,105.136,2.1,104.648,-0.2,45.507,-0.2,105.954,2.1,107.054,1.2,110.879,1.9,274352.676,1.9,100.03,-0.7,2.1,3670.005,6028.779,2.1,105.986,1.4,100.808,-0.7,100.313,-2.0,38.258,-2.0,106.285,0.1,230646.769,0.1,104.617,0.5,468615.005,2.6
New Jersey,Private Nonfarm,2017,106.226,1.0,107.412,2.6,46.709,2.6,106.568,0.6,108.461,1.3,114.467,3.2,283230.537,3.2,100.845,0.8,1.0,3708.025,6063.732,0.6,107.469,1.4,101.17,0.4,101.271,1.0,38.623,1.0,107.923,1.5,234201.425,1.5,106.512,1.8,481416.326,2.7
New Jersey,Private Nonfarm,2018,107.237,1.0,109.533,2.0,47.631,2.0,108.278,1.6,110.667,2.0,118.6,3.6,293456.507,3.6,101.832,1.0,1.0,3743.341,6161.009,1.6,110.261,2.6,102.82,1.6,99.512,-1.7,37.952,-1.7,107.75,-0.2,233824.632,-0.2,107.562,1.0,503973.81,4.7
New Jersey,Private Nonfarm,2019,108.488,1.2,112.038,2.3,48.721,2.3,109.312,1.0,112.806,1.9,122.471,3.3,303035.388,3.3,102.632,0.8,1.2,3787.01,6219.837,1.0,112.189,1.7,103.411,0.6,99.98,0.5,38.131,0.5,109.29,1.4,237167.461,1.4,109.165,1.5,522695.306,3.7
New Mexico,Private Nonfarm,2007,109.197,,87.724,,25.793,,108.86,,94.925,,95.496,,31839.101,,91.607,,,741.161,1234.412,,99.724,,91.325,,98.001,,30.432,,106.684,,37565.555,,95.761,,56092.858,
